text,score,label,aspect,context,sentiment
"Looking for a laptop under $800, can you help? Just wow!",5,Neutral Sentiment (4-5.9),Information Seeking,Product Inquiry,neutral
Your delivery is so fast... in slow motion,2.4,Negative Sentiment (2-3.9),Delivery Issues,Logistics Problem,negative
Voice search worked but sometimes didn't catch what I said. Just wow!,6.6,Moderately Positive Sentiment (6-7.9),Voice Commerce,Feature Usage,neutral
Do you have any discounts available? Would recommend to anyone.,5.3,Neutral Sentiment (4-5.9),Discount Inquiry,Price Information,neutral
I absolutely love this laptop! The performance is incredible and delivery was super fast! which made the experience great.,9.5,Highly Positive Sentiment (8-10),Product Satisfaction,Post-Purchase,positive
Outstanding customer support! Resolved my issue immediately.,9.3,Highly Positive Sentiment (8-10),Service Excellence,Problem Resolution,positive
I found that The return process was straightforward.,7,Moderately Positive Sentiment (6-7.9),Process Satisfaction,Returns,neutral
"I must say, What payment methods do you accept?",5,Neutral Sentiment (4-5.9),Payment Inquiry,Information Request,neutral
What are the specifications of this product? Just wow!,5,Neutral Sentiment (4-5.9),Product Information,Technical Inquiry,neutral
Your customer service is amazing! The agent helped me find exactly what I needed. Would recommend to anyone.,9.2,Highly Positive Sentiment (8-10),Service Appreciation,Support Interaction,positive
I want to change my delivery address.,4.8,Neutral Sentiment (4-5.9),Order Modification,Support Request,neutral
Fantastic deal on this smartphone! Better price than anywhere else. and that was disappointing.,8.6,Highly Positive Sentiment (8-10),Price Satisfaction,Purchase Decision,positive
"Honestly, The voice assistant feature is brilliant! Made shopping so convenient.",9,Highly Positive Sentiment (8-10),Feature Appreciation,Voice Commerce,positive
How long does shipping take? which made the experience great.,5,Neutral Sentiment (4-5.9),Shipping Inquiry,Information Request,neutral
"I must say, Happy with my purchase, good value for money.",7.5,Moderately Positive Sentiment (6-7.9),Purchase Satisfaction,Post-Purchase,positive
"Good product overall, meets my expectations. and that was disappointing.",7.2,Moderately Positive Sentiment (6-7.9),Product Satisfaction,Post-Purchase,neutral
"I found that Good product overall, meets my expectations.",7.2,Moderately Positive Sentiment (6-7.9),Product Satisfaction,Post-Purchase,neutral
What payment methods do you accept? Absolutely loved it.,5,Neutral Sentiment (4-5.9),Payment Inquiry,Information Request,neutral
The return process was straightforward. Absolutely loved it.,7,Moderately Positive Sentiment (6-7.9),Process Satisfaction,Returns,neutral
I want to change my delivery address. which made the experience great.,4.8,Neutral Sentiment (4-5.9),Order Modification,Support Request,neutral
"In my opinion, Comparison tool is useful but could show more details.",7.3,Moderately Positive Sentiment (6-7.9),Feature Feedback,Product Research,neutral
Your return policy is so generous... to your profit margin,3.4,Negative Sentiment (2-3.9),Process Dissatisfaction,Returns,negative
Prices are too high compared to competitors.,3.4,Negative Sentiment (2-3.9),Price Complaint,Market Comparison,negative
The voice assistant feature is brilliant! Made shopping so convenient. Just wow!,9,Highly Positive Sentiment (8-10),Feature Appreciation,Voice Commerce,positive
What's your return policy? Just wow!,5,Neutral Sentiment (4-5.9),Policy Inquiry,Information Request,neutral
I found that Quick delivery and perfect packaging! Will definitely shop here again.,8.9,Highly Positive Sentiment (8-10),Delivery Satisfaction,Post-Purchase,positive
I found that Voice search worked but sometimes didn't catch what I said.,6.6,Moderately Positive Sentiment (6-7.9),Voice Commerce,Feature Usage,neutral
Website crashed and charged me twice! Just wow!,1.1,Highly Negative Sentiment (1-1.9),Technical Failure,Payment Issues,negative
"In my opinion, Terrible experience! Product broke within a day!",1.2,Highly Negative Sentiment (1-1.9),Product Failure,Quality Issues,negative
The product arrived exactly as described... if the description was 'junk',1.4,Highly Negative Sentiment (1-1.9),Product Dissatisfaction,Post-Purchase,negative
Voice search worked but sometimes didn't catch what I said. Absolutely loved it.,6.6,Moderately Positive Sentiment (6-7.9),Voice Commerce,Feature Usage,neutral
Your customer service is amazing! The agent helped me find exactly what I needed.,9.2,Highly Positive Sentiment (8-10),Service Appreciation,Support Interaction,positive
Voice feature is useless! Doesn't work at all! Absolutely loved it.,1.8,Highly Negative Sentiment (1-1.9),Feature Failure,Technical Problems,negative
I adore how your voice assistant never gets anything right,2.8,Negative Sentiment (2-3.9),Voice Commerce,Technical Problems,negative
I absolutely love this laptop! The performance is incredible and delivery was super fast!,9.5,Highly Positive Sentiment (8-10),Product Satisfaction,Post-Purchase,positive
What's your return policy? Would recommend to anyone.,5,Neutral Sentiment (4-5.9),Policy Inquiry,Information Request,neutral
Do you have any discounts available? Would recommend to anyone.,5.3,Neutral Sentiment (4-5.9),Discount Inquiry,Price Information,neutral
The voice assistant feature is brilliant! Made shopping so convenient. Not satisfied at all.,9,Highly Positive Sentiment (8-10),Feature Appreciation,Voice Commerce,positive
This website is so easy to use! Found my product in seconds. Absolutely loved it.,8.8,Highly Positive Sentiment (8-10),User Experience,Navigation,positive
Quick delivery and perfect packaging! Will definitely shop here again.,8.9,Highly Positive Sentiment (8-10),Delivery Satisfaction,Post-Purchase,positive
"I must say, I need to track my order.",5,Neutral Sentiment (4-5.9),Order Status,Support Request,neutral
Delivery was delayed by a week without notification.,2.5,Negative Sentiment (2-3.9),Delivery Issues,Logistics Problem,negative
Worst customer service ever! No one helped me! Not satisfied at all.,1,Highly Negative Sentiment (1-1.9),Service Failure,Support Crisis,negative
"I must say, Fantastic deal on this smartphone! Better price than anywhere else.",8.6,Highly Positive Sentiment (8-10),Price Satisfaction,Purchase Decision,positive
"In my opinion, Comparison tool is useful but could show more details.",7.3,Moderately Positive Sentiment (6-7.9),Feature Feedback,Product Research,neutral
This website is so easy to use! Found my product in seconds. Absolutely loved it.,8.8,Highly Positive Sentiment (8-10),User Experience,Navigation,positive
Voice search worked but sometimes didn't catch what I said. Not satisfied at all.,6.6,Moderately Positive Sentiment (6-7.9),Voice Commerce,Feature Usage,neutral
"I must say, What payment methods do you accept?",5,Neutral Sentiment (4-5.9),Payment Inquiry,Information Request,neutral
Love the product comparison tool! Helped me make the right choice. Absolutely loved it.,8.4,Highly Positive Sentiment (8-10),Feature Satisfaction,Product Research,positive
"The packaging was so secure, the product secured itself from use",2.5,Negative Sentiment (2-3.9),Delivery Experience,Post-Purchase,negative
I'm thrilled that your comparison tool provides no value,2.9,Negative Sentiment (2-3.9),Feature Limitation,Tool Feedback,negative
The product is so durable... if durable means fragile,1.9,Highly Negative Sentiment (1-1.9),Product Failure,Quality Issues,negative
Your delivery is so prompt... in a parallel universe,2.4,Negative Sentiment (2-3.9),Delivery Issues,Logistics Problem,negative
Outstanding customer support! Resolved my issue immediately.,9.3,Highly Positive Sentiment (8-10),Service Excellence,Problem Resolution,positive
I found that I want to change my delivery address.,4.8,Neutral Sentiment (4-5.9),Order Modification,Support Request,neutral
I'm delighted by how useless your product comparison tool is,2.6,Negative Sentiment (2-3.9),Feature Feedback,Product Research,negative
"I must say, Outstanding customer support! Resolved my issue immediately.",9.3,Highly Positive Sentiment (8-10),Service Excellence,Problem Resolution,positive
What payment methods do you accept? Absolutely loved it.,5,Neutral Sentiment (4-5.9),Payment Inquiry,Information Request,neutral
"In my opinion, This website is so easy to use! Found my product in seconds.",8.8,Highly Positive Sentiment (8-10),User Experience,Navigation,positive
Comparison tool is useful but could show more details.,7.3,Moderately Positive Sentiment (6-7.9),Feature Feedback,Product Research,neutral
This voice assistant understands me perfectly... in a parallel universe,2.7,Negative Sentiment (2-3.9),Voice Commerce,Technical Issues,negative
"In my opinion, Fantastic deal on this smartphone! Better price than anywhere else.",8.6,Highly Positive Sentiment (8-10),Price Satisfaction,Purchase Decision,positive
"I must say, Outstanding customer support! Resolved my issue immediately.",9.3,Highly Positive Sentiment (8-10),Service Excellence,Problem Resolution,positive
Love the product comparison tool! Helped me make the right choice. Just wow!,8.4,Highly Positive Sentiment (8-10),Feature Satisfaction,Product Research,positive
"In my opinion, The return process was straightforward.",7,Moderately Positive Sentiment (6-7.9),Process Satisfaction,Returns,neutral
Voice assistant keeps misunderstanding me. Would recommend to anyone.,2.9,Negative Sentiment (2-3.9),Voice Commerce,Technical Issues,negative
Your customer service is amazing! The agent helped me find exactly what I needed. Not satisfied at all.,9.2,Highly Positive Sentiment (8-10),Service Appreciation,Support Interaction,positive
"Honestly, Best online shopping experience I've ever had!",9.8,Highly Positive Sentiment (8-10),Overall Experience,General Feedback,positive
Worst customer service ever! No one helped me! Would recommend to anyone.,1,Highly Negative Sentiment (1-1.9),Service Failure,Support Crisis,negative
"Honestly, I absolutely love this laptop! The performance is incredible and delivery was super fast!",9.5,Highly Positive Sentiment (8-10),Product Satisfaction,Post-Purchase,positive
"Website works fine, nothing special but gets the job done. Just wow!",6.5,Moderately Positive Sentiment (6-7.9),User Experience,Navigation,neutral
"The chatbot was helpful, though took a while to understand my question.",6.8,Moderately Positive Sentiment (6-7.9),AI Interaction,Support Experience,neutral
"Good product overall, meets my expectations.",7.2,Moderately Positive Sentiment (6-7.9),Product Satisfaction,Post-Purchase,neutral
"The chatbot was helpful, though took a while to understand my question. Would recommend to anyone.",6.8,Moderately Positive Sentiment (6-7.9),AI Interaction,Support Experience,neutral
The voice assistant feature is brilliant! Made shopping so convenient. which made the experience great.,9,Highly Positive Sentiment (8-10),Feature Appreciation,Voice Commerce,positive
Your customer service is amazing! The agent helped me find exactly what I needed. Just wow!,9.2,Highly Positive Sentiment (8-10),Service Appreciation,Support Interaction,positive
Customer service was polite and tried to help. Just wow!,6.9,Moderately Positive Sentiment (6-7.9),Service Interaction,Support Experience,neutral
"Happy with my purchase, good value for money. Not satisfied at all.",7.5,Moderately Positive Sentiment (6-7.9),Purchase Satisfaction,Post-Purchase,positive
